county,long,lat
Hendricks,-46.7690745,39.75435292
Hendry,-54.690371,26.67425775
Hennepin,-48.4314444,44.98599693
Henrico,-39.87514667,37.56496533
Henry,-48.1183712,38.92437293
Herkimer,-31.75893153,43.20428818
Hernando,-50.02332414,26.5171865
Hertford,-40.56450317,36.38891167
Hettinger,-56.079127,46.415907
Hickman,-51.7727382,35.9930888
Hickory,-55.41014214,37.93338114
Hidalgo,-72.48786856,27.00893672
Highland,-43.1411148,38.8655518
Highlands,-44.16510436,22.38568127
Hill,-64.00862764,37.24367995
Hillsborough,-45.53345207,31.80040893
Hillsdale,-42.63965013,41.90951313
Hinds,-58.02544963,32.30988147
Hinsdale,-69.250325,38.026256
Hitchcock,-60.82855325,40.206331
Hocking,-42.94508075,39.48142475
Hockley,-68.70170488,33.626086
Hodgeman,-61.728892,38.0727145
Hoke,-44.251479,34.9885305
Holmes,-48.4631987,36.61000257
Holt,-55.90158221,41.59562707
Honolulu,-141.0582062,23.80182472
Hood,-65.42493617,32.43238033
Hood River,-76.05867775,45.6114865
Hooker,-59.003049,42.042143
Hopewell City,-40.00992,37.286676
Hopkins,-56.04053495,35.32305558
Hormigueros,-48.989837,18.145486
Horry,-42.83584625,32.15820215
Hot Spring,-58.71212667,34.30872583
Hot Springs,-64.55624367,43.78326433
Houghton,-41.56560488,47.03797506
Houston,-53.48546428,34.2020049
Howard,-48.32015458,38.98497193
Howell,-55.1452331,36.7540967
Hubbard,-47.86548867,47.04002117
Hudson,-31.88105639,38.96772991
Hudspeth,-73.913346,31.47634075
Huerfano,-67.42728925,37.664501
Hughes,-59.4576233,37.8689008
Humacao,-47.63075633,18.14607133
Humboldt,-76.2367346,41.128709
Humphreys,-54.91685911,34.40798022
Hunt,-62.92247331,33.15113154
Hunterdon,-34.31430204,40.57951085
Huntingdon,-37.62289093,40.37196237
Huntington,-44.62876167,40.836832
Huron,-40.1972106,42.66206332
Hutchinson,-59.18943458,40.1508395
Hyde,-46.1233735,38.84236488
Iberia,-61.80814629,29.951028
Iberville,-60.9939818,30.2921342
Ida,-53.0796698,42.3916778
Idaho,-70.12093392,45.81441715
Imperial,-82.41382735,32.99415494
Independence,-55.84242338,35.718478
Indian River,-52.82110881,27.69793713
Indiana,-38.44407343,40.63362635
Ingham,-40.65894465,41.50485484
Inyo,-80.9959035,36.58473825
Ionia,-42.07712292,42.97206754
Iosco,-39.33401338,44.33257988
Iowa,-48.74621738,42.34387696
Iredell,-45.15688162,35.74034338
Irion,-69.754845,31.245514
Iron,-55.56737837,41.07948051
Iroquois,-47.04676733,40.77318429
Irwin,-51.63627,31.617688
Isabela,-48.54787,18.480285
Isabella,-41.25489713,43.60522888
Isanti,-47.65378883,45.635618
Island,-65.12723588,42.11601738
Isle Of Wight,-39.77053511,36.90482111
Issaquena,-58.241459,32.711257
Itasca,-46.16233592,47.395458
Itawamba,-54.0911294,34.2688354
Izard,-55.88498193,36.08320333
Jack,-65.05423975,33.16830775
Jackson,-54.10156498,37.86917616
James City,-39.4644512,37.3099
Jasper,-53.40114118,37.02652214
Jay,-44.60356883,40.43393317
Jayuya,-48.3807,18.217606
Jeff Davis,-62.1584615,31.280053
Jefferson,-51.71261546,37.28474831
Jefferson Davis,-61.2238986,30.6883646
Jenkins,-49.098272,32.826421
Jennings,-46.65243825,38.98201288
Jerauld,-54.41790167,44.08628467
Jerome,-71.59094767,42.639914
Jersey,-51.3115585,39.05057
Jessamine,-46.73306225,37.88514225
Jewell,-58.379528,39.77454714
Jim Hogg,-71.618518,27.071004
Jim Wells,-70.31226833,27.717556
Jo Daviess,-47.80067289,42.40251922
Johnson,-53.39455861,38.25961099
Johnston,-51.58057945,34.9820848
Jones,-54.44973126,36.47813815
Josephine,-81.16372175,42.33284483
Juab,-72.185256,39.767306
Juana Diaz,-48.495851,17.997367
Judith Basin,-63.053504,47.1005466
Juncos,-47.695285,18.206489
Juneau,-58.52821276,49.85190665
Juniata,-36.81467855,40.52414864
Kalamazoo,-41.46425417,40.4892155
Kalkaska,-40.48698433,44.711824
Kanabec,-47.474216,45.8759905
Kanawha,-43.24469588,38.3054137
Kandiyohi,-49.876014,45.136025
Kane,-51.39118517,41.1515944
Kankakee,-46.78162069,41.13290694
Karnes,-68.94357038,28.94794788
Kauai,-137.5203547,22.03522488
Kaufman,-63.7512434,32.5572537
Kay,-60.3749887,36.7916031
Kearney,-58.4634058,40.4835718
Kearny,-63.2762405,37.951749
Keith,-60.459226,41.2167448
Kemper,-55.81327275,32.81880475
Kenai Peninsula,-90.9493184,60.16884587
Kendall,-55.28108392,37.11950054
Kenedy,-70.533168,27.169633
Kennebec,-25.38801618,44.39157812
Kenosha,-45.43726626,42.56023363
Kent,-39.29108933,40.84439638
Kenton,-45.55182127,38.98420127
Keokuk,-50.86194767,41.33654107
Kern,-83.29380279,35.35228928
Kerr,-69.180452,30.046238
Kershaw,-46.30668571,34.35169557
Ketchikan Gateway,-76.148034,55.44601333
Kewaunee,-43.06714575,44.54306525
Keweenaw,-40.90809525,47.351352
Keya Paha,-56.88224267,42.85092
Kidder,-52.77581617,46.95911733
Kimball,-62.57940233,41.212536
Kimble,-69.23345033,30.49818667
King,-72.3925758,46.03798462
King And Queen,-39.2071143,37.6739738
King George,-38.873759,38.27983029
King William,-39.37269625,37.704283
Kingfisher,-61.974602,35.91887783
Kingman,-60.636784,37.52273
Kings,-40.73554687,39.98858256
Kingsbury,-52.98873038,44.38788575
Kinney,-71.121167,29.299888
Kiowa,-63.67737471,36.49615986
Kit Carson,-63.35140333,39.31097667
Kitsap,-74.98622619,47.64519996
Kittitas,-73.62561689,47.11174867
Kittson,-48.0872129,48.7487126
Klamath,-79.06368332,42.58856126
Kleberg,-70.456413,27.38052867
Klickitat,-75.2957768,45.81590487
Knott,-45.59727967,37.33237
Knox,-45.01324868,39.20433973
Kodiak Island,-96.9605875,58.13452638
Koochiching,-45.46872873,48.29740045
Kootenai,-69.00273857,47.72596607
Kosciusko,-44.64436506,41.23487831
Kossuth,-50.99262275,43.21399367
La Crosse,-47.21492933,43.905643
La Paz,-80.26896744,33.81483556
La Plata,-60.58507686,31.91150714
La Porte,-45.21465238,41.52667715
La Salle,-52.40159873,38.27171545
Labette,-58.16175813,37.15348675
Lac Qui Parle,-51.1714984,45.0282686
Lackawanna,-34.21454871,41.4351155
Laclede,-54.98343383,37.608479
Lafayette,-56.36019064,35.21321856
Lafourche,-60.89189067,29.58858317
Lagrange,-43.74935013,41.62387863
Lajas,-49.040874,18.015099
Lake,-53.60203002,39.92022836
Lake And Peninsula,-98.24916615,58.36260685
Lake Of The Woods,-46.0572725,48.830411
Lamar,-58.77229176,33.34163864
Lamb,-68.24404713,34.11617838
Lamoille,-28.03736121,44.62106821
Lamoure,-52.062732,46.44056163
Lampasas,-67.0179255,31.18894875
Lancaster,-43.20694804,39.86946041
Lander,-77.041201,40.0445455
Lane,-78.3161262,43.73158851
Langlade,-43.73167518,45.28284073
Lanier,-52.0610635,30.995219
Lapeer,-40.16058958,43.08023825
Laramie,-63.34318588,41.27426794
Lares,-48.5908895,18.2825695
Larimer,-64.74728683,40.564773
Larue,-48.17974225,37.4944595
Las Animas,-67.07198782,37.26808809
Las Marias,-48.738832,18.252135
Las Piedras,-47.675394,18.196576
Lassen,-80.0457084,40.52751647
Latah,-69.94873142,46.78818842
Latimer,-60.31595175,34.88647725
Lauderdale,-54.5219115,33.87171825
Laurel,-46.97825755,37.12668564
Laurens,-49.20879363,33.325299
Lavaca,-67.56907871,29.41403129
Lawrence,-49.49888463,38.03171746
Le Flore,-59.708817,35.00457179
Le Sueur,-49.372271,44.33840789
Lea,-70.61243038,32.68029362
Leake,-56.788976,32.6958558
Leavenworth,-55.78987686,39.207898
Lebanon,-36.07609872,40.32658922
Lee,-51.88367378,32.97926656
Leelanau,-40.82880289,44.95425678
Leflore,-56.75418188,33.54465825
Lehigh,-34.92854166,40.61794597
Lemhi,-68.7892917,45.0529276
Lenawee,-42.15423891,41.91200605
Lenoir,-42.44327457,35.20590929
Leon,-55.35843734,29.66984086
Leslie,-46.30962817,37.09108894
Letcher,-45.68236838,37.14102654
Levy,-53.4647515,29.2833121
Lewis,-53.7319265,43.07461327
Lewis And Clark,-65.3264918,46.86132787
Lexington,-47.34240129,33.91023724
Lexington City,-41.663519,37.779976
Liberty,-58.12009861,33.32953357
Licking,-42.46399038,40.04803705
Limestone,-57.17477211,33.54058294
Lincoln,-56.23956735,40.37423754
Linn,-57.70391743,41.90476346
Lipscomb,-63.8744228,36.3448026
Litchfield,-31.43577953,41.787451
Little River,-60.47539333,33.73388717
Live Oak,-69.6931028,28.4040716
Livingston,-45.58097016,39.78191605
Llano,-67.79882214,30.74096271
Logan,-50.17207958,38.62923586
Loiza,-47.451951,18.447406
Long,-49.99292,31.780996
Lonoke,-57.11552,34.77814267
Lorain,-40.76061925,41.36200663
Los Alamos,-70.4351825,35.856686
Los Angeles,-84.0016088,33.6094156
Loudon,-48.560126,35.7409298
Loudoun,-38.54830972,39.07389317
Louisa,-46.36108145,40.03215236
Loup,-57.540275,41.91406
Love,-63.3244532,33.908731
Loving,-71.829814,31.825466
Lowndes,-53.75834372,32.11584572
Lubbock,-68.28844073,33.5859663
Lucas,-42.93017445,41.5931678
Luce,-39.1831895,46.4038755
Lumpkin,-49.468112,34.534521
Luna,-75.49042767,32.18018467
Lunenburg,-41.254242,36.9433232
Luquillo,-47.342111,18.366027
Luzerne,-34.1777022,40.51924234
Lycoming,-35.67062625,41.28964608
Lyman,-55.93775729,43.85699629
Lynchburg City,-41.783001,37.39543888
Lynn,-68.66116225,33.16276175
Lyon,-58.92050077,41.34950186
Mackinac,-38.9938002,46.0433485
Macomb,-39.3403648,41.58208698
Macon,-50.62627304,37.50078121
Macoupin,-50.66575186,39.251432
Madera,-82.61278008,37.18610883
Madison,-49.73706865,38.12623596
Magoffin,-45.34953256,37.69283389
Mahaska,-51.26941422,41.32268011
Mahnomen,-48.59379175,47.280657
Mahoning,-39.70385879,41.03322882
Major,-62.01247543,36.34387586
Malheur,-73.76024646,43.79681362
Manassas City,-38.73696967,38.752369
Manassas Park City,-38.67862,38.770823
Manatee,-51.37624,25.6290423
Manati,-48.044738,18.44553
Manistee,-41.7667562,44.3481616
Manitowoc,-43.65268065,44.12177335
Marathon,-44.82559058,44.887431
Marengo,-55.5100965,32.2831121
Maricao,-48.771164,18.172947
Maricopa,-77.54939307,32.79234435
Maries,-53.74187025,38.16338075
Marin,-84.63258846,38.03629871
Marinette,-42.64563454,45.35857454
Marion,-52.96293483,37.88394543
Mariposa,-82.390164,37.57163363
Marlboro,-45.0254085,34.62662
Marquette,-42.74329255,45.54140775
Marshall,-50.58663201,40.25292646
Marshall Islands,177.550787,11.140496
Martin,-49.84886291,35.52595758
Martinsville City,-43.18543825,36.68000275
Mason,-52.71115594,40.63639194
Massac,-51.50422867,37.217041
Matagorda,-67.11653592,28.84225792
Matanuska Susitna,-87.7073554,61.9084086
Mathews,-38.895974,37.398996
Maui,-135.6981308,20.90513963
Maunabo,-47.891705,18.007014
Maury,-51.47581663,35.64038813
Maverick,-71.72102375,28.657793
Mayaguez,-49.289045,18.219023
Mayes,-58.83467825,36.33816833
Mcclain,-62.32958786,35.04401229
Mccone,-58.19744833,47.536087
Mccook,-53.7290792,43.6365736
Mccormick,-48.467063,33.78769043
Mccracken,-51.6505345,37.0537935
Mccreary,-47.72814543,36.76938043
Mcculloch,-68.138046,31.207693
Mccurtain,-60.82466313,34.02653738
Mcdonald,-57.77434056,36.63184267
Mcdonough,-50.15815691,40.49037045
Mcdowell,-44.43966649,37.22828662
Mcduffie,-48.99952433,33.47576533
Mchenry,-47.17030471,43.30705909
Mcintosh,-54.87101438,37.51435744
Mckean,-36.73857185,41.8415521
Mckenzie,-55.55709629,47.75683257
Mckinley,-72.90657123,35.48179714
Mclean,-49.88395006,41.98094464
Mclennan,-65.63242461,31.54655064
Mcleod,-49.34027075,44.844778
Mcminn,-49.20855029,35.40848829
Mcmullen,-70.218302,28.350458
Mcnairy,-53.3594784,35.1815639
Mcpherson,-57.89703515,40.33988046
Meade,-56.02001304,41.6917365
Meagher,-64.324417,46.629465
Mecklenburg,-45.17396203,35.39285211
Mecosta,-41.65253078,43.66074944
Medina,-51.61925071,36.69662483
Meeker,-49.37251586,45.14507171
Meigs,-44.29668214,38.28941064
Mellette,-57.125062,43.60438733
Menard,-56.16643689,36.982625
Mendocino,-84.16235368,39.32674289
Menifee,-45.64683475,37.95940825
Menominee,-42.18592369,45.4732185
Merced,-83.34197391,37.29105765
Mercer,-41.00953298,40.31734417
Meriwether,-51.65495617,33.01345083
Merrick,-56.82482867,41.18356367
Merrimack,-26.49147583,40.43355977
Mesa,-69.4279795,39.08805378
Metcalfe,-48.666656,36.9977334
Miami,-46.9701364,39.99521173
Miami-Dade,-54.24529027,25.48002837
Middlesex,-30.88144768,41.32659474
Midland,-55.41906809,37.79353141
Mifflin,-37.11441282,40.56091655
Milam,-66.18765544,30.77844089
Millard,-73.35613158,39.20090158
Mille Lacs,-47.76939313,45.84594013
Miller,-55.97262579,36.33170764
Mills,-58.72893383,37.86783958
Milwaukee,-44.88258143,43.03057857
Miner,-53.62565975,44.01731325
Mineral,-58.47860879,41.670177
Mingo,-44.3932143,37.73601
Minidoka,-71.01160825,42.67784075
Minnehaha,-51.55652518,42.35542674
Missaukee,-40.75421725,44.30510175
Mississippi,-53.90443062,35.97166938
Missoula,-66.95493524,46.98919718
Mitchell,-54.27876636,37.78966728
Mobile,-57.50075706,30.66728234
Moca,-48.697072,18.383727
Modoc,-79.2017282,41.4556578
Moffat,-67.40719829,40.570502
Mohave,-78.8368675,35.27867733
Moniteau,-53.97650713,38.64128488
Monmouth,-33.86331418,40.2950223
Mono,-81.09582629,38.02781643
Monona,-53.8967809,42.0502381
Monongalia,-40.4191629,39.61455738
Monroe,-42.89021509,39.11583812
Montague,-64.08853071,33.63438043
Montcalm,-41.82776628,43.32251483
Monterey,-85.0218578,36.45052037
Montezuma,-71.174516,37.41688838
Montgomery,-44.7212146,37.77108712
Montmorency,-39.13702067,45.00108867
Montour,-35.639643,40.99556067
Montrose,-69.96493333,38.37045833
Moody,-52.71423225,43.968708
Moore,-48.87773815,35.40335455
Mora,-69.01935967,36.00804133
Morehouse,-58.959468,32.79068029
Morgan,-51.08111051,37.79224923
Morovis,-48.098231,18.316976
Morrill,-61.3843595,41.6871335
Morris,-37.63237261,40.1025752
Morrison,-48.34456254,46.00685362
Morrow,-53.67100164,42.293269
Morton,-57.6811055,43.8425117
Motley,-66.82361667,33.99561167
Moultrie,-49.043075,39.6385758
Mountrail,-54.20193886,48.16936457
Mower,-49.0949465,43.66338029
Muhlenberg,-49.87579557,37.22289929
Multnomah,-76.95508112,45.55045289
Murray,-53.18495519,39.35021831
Muscatine,-49.592722,41.4823516
Muscogee,-52.41197915,32.5007183
Muskegon,-42.8905614,43.2921572
Muskingum,-42.02762078,39.95498872
Muskogee,-59.76563764,35.63241143
Musselshell,-61.69565925,46.49977275
Nacogdoches,-58.17553677,29.20504408
Naguabo,-47.5468245,18.2138595
Nance,-56.45614433,41.44406767
Nantucket,-28.769608,41.27979667
Napa,-76.91451067,35.28564
Naranjito,-47.931734,18.298017
Nash,-41.98427856,35.97244611
Nassau,-33.98363524,40.11778432
Natchitoches,-61.36681271,31.72057347
Natrona,-63.58802221,42.968256
Navajo,-75.33093183,34.90117417
Navarro,-59.10362617,29.37936542
Nelson,-45.23457631,40.32123684
Nemaha,-55.8722196,40.0297958
Neosho,-57.756431,37.56042367
Neshoba,-56.415241,32.699154
Ness,-61.40466971,38.516886
Nevada,-74.50169814,37.50943255
New Castle,-35.9827093,39.62596181
New Hanover,-43.70811027,34.16259607
New Haven,-31.54917713,41.39190488
New Kent,-39.5162488,37.4904628
New London,-30.60543567,41.48141362
New Madrid,-53.07605757,36.62551971
New York,-33.21108419,40.76775649
Newaygo,-42.24449486,43.57734743
Newberry,-47.27207189,34.28534144
Newport,-29.73875225,41.5320255
Newport News City,-39.38461645,37.12148673
Newton,-55.04722945,35.6567689
Nez Perce,-70.3236236,46.4041758
Niagara,-35.59380609,43.22877148
Nicholas,-42.81644852,38.30440881
Nicollet,-49.8928128,44.2910624
Niobrara,-61.56765075,42.88741625
Noble,-47.81664361,39.66296574
Nobles,-52.12967127,43.67055527
Nodaway,-54.55372806,40.34123556
Nolan,-68.1176912,32.264325
Nome,-100.8449792,64.69368021
Norfolk,-28.96892949,42.18805758
Norfolk City,-39.34665046,36.90716042
Norman,-49.265424,47.28985667
North Slope,-87.34799033,67.75130478
Northampton,-37.19234315,38.81563392
Northern Mariana Islands,160.930939,15.190135
Northumberland,-36.39012986,40.2105208
Northwest Arctic,-93.15185527,66.86815236
Norton,-60.098745,39.7785125
Norton City,-45.684954,36.93767
Nottoway,-40.93380525,37.14493525
Nowata,-58.8017796,36.8248626
Noxubee,-55.41932833,33.14287267
Nuckolls,-57.85366633,40.16564733
Nueces,-69.73398865,27.76417176
Nye,-64.73921309,30.65937936
Oakland,-40.24828356,42.12184943
Obion,-52.847847,36.35792289
Obrien,-52.55575988,43.07700663
Ocean,-34.31254116,39.90221669
Oceana,-42.64457163,43.65107825
Ochiltree,-64.39549967,36.35927167
Oconee,-48.61359447,34.53172429
Oconto,-43.261127,44.98797473
Ogemaw,-39.74046217,44.35526783
Ogle,-47.18775113,42.05211638
Oglethorpe,-49.3070384,33.8388378
Ohio,-46.94109681,38.21157619
Okaloosa,-55.96603828,30.63219122
Okanogan,-71.20422726,48.44337705
Okeechobee,-53.547067,27.31152433
Okfuskee,-60.927323,35.4499914
Oklahoma,-61.24037399,35.13119704
Okmulgee,-60.38381429,35.57447129
Oktibbeha,-55.4353865,33.426685
Oldham,-54.36758245,37.27536045
Oliver,-54.013489,47.145874
Olmsted,-48.39868982,44.01069436
Oneida,-35.02027916,43.507757
Onondaga,-32.6050448,42.32399734
Onslow,-42.70453462,34.69434808
Ontario,-34.3930891,42.89209562
Ontonagon,-42.62272933,46.65333344
Orange,-59.87461016,34.28456408
Orangeburg,-47.35687983,33.44242494
Oregon,-54.8367816,36.6403424
Orleans,-48.81434338,35.30106634
Orocovis,-48.167158,18.226862
Osage,-57.07634657,37.75536967
Osborne,-59.3929268,39.4050292
Osceola,-50.07973007,35.66225641
Oscoda,-39.39116325,44.68286325
Oswego,-32.72354981,43.42591022
Otero,-70.93317668,34.27318641
Otoe,-55.5218225,40.6445556
Otsego,-33.53419316,43.00201821
Ottawa,-46.88082008,40.94934069
Otter Tail,-49.33207945,46.3961665
Ouachita,-59.55169083,32.77981457
Ouray,-69.595477,38.132559
Outagamie,-44.06296429,44.38514624
Overton,-48.906699,36.36950438
Owen,-47.07594056,39.07829944
Owsley,-46.27900733,37.41301967
Owyhee,-73.2612574,43.1555052
Oxford,-26.29324268,44.36722965
Ozark,-55.79997453,36.63543713
Ozaukee,-44.58923213,43.36266138
Pacific,-77.39139921,46.4907435
Page,-50.81924525,40.16887981
Palau,141.587833,7.225664
Palm Beach,-53.69637831,26.58789118
Palo Alto,-51.63109913,43.0670375
Palo Pinto,-65.65081013,32.69046488
Pamlico,-41.5325435,35.1488896
Panola,-58.92903836,33.25176979
Park,-65.54043758,42.78764458
Parke,-47.49361144,39.75566211
Parker,-59.60226417,30.06895083
Parmer,-68.234339,34.550199
Pasco,-54.177759,28.29178521
Pasquotank,-39.95883567,36.28801567
Passaic,-33.27586459,40.97136444
Patillas,-48.000578,18.009994
Patrick,-43.62291688,36.6718535
Paulding,-45.34069483,39.304905
Pawnee,-58.99896218,38.09721982
Payette,-72.82290233,43.99866967
Payne,-60.859589,36.1094444
Peach,-51.2323775,32.5893745
Pearl River,-58.9626938,30.655242
Pecos,-71.80798267,30.77488267
Pembina,-48.795015,48.76275342
Pemiscot,-53.61232873,36.19555182
Pend Oreille,-68.78210033,48.52718067
Pender,-43.3868505,34.53946613
Pendleton,-42.03798155,38.68920336
Pennington,-57.17990368,44.66774684
Penobscot,-23.66427914,45.1350143
Penuelas,-48.702621,18.023535
Peoria,-47.92791841,39.91276284
Pepin,-47.499508,44.56511775
Perkins,-58.4719245,43.681877
Perquimans,-40.228548,36.210978
Perry,-46.77978537,37.64152833
Pershing,-77.8941045,40.45038
Person,-42.62173525,36.37784075
Petersburg City,-40.1864005,37.204715
Petroleum,-61.1141045,47.087847
Pettis,-54.55541113,38.71443975
Phelps,-55.78981271,38.77111079
Philadelphia,-35.13361378,39.99995387
Phillips,-58.55333652,39.28275284
Piatt,-48.6373004,39.9847432
Pickaway,-43.38764178,39.66512022
Pickens,-50.04692439,34.36375596
Pickett,-48.609541,36.552982
Pierce,-69.1259308,45.90008878
Pike,-47.28823013,37.47520163
Pima,-79.10711691,32.12813476
Pinal,-75.15016408,31.5908545
Pine,-46.74339685,46.11680115
Pinellas,-54.83602165,27.89581728
Pipestone,-52.26314788,43.97999825
Piscataquis,-23.70484033,45.52764658
Pitkin,-67.60596483,39.23813867
Pitt,-41.79296613,35.59671606
Pittsburg,-60.77647506,34.92484688
Pittsylvania,-42.60008592,36.805763
Piute,-73.918633,38.2836346
Placer,-81.82882583,39.02226955
Plaquemines,-60.15685909,29.46768091
Platte,-56.7797902,40.395432
Pleasants,-41.843911,39.3919565
Plumas,-80.88074094,39.9564715
Plymouth,-32.27687259,42.09462414
Pocahontas,-46.00883753,40.19738847
Poinsett,-55.059028,35.56964022
Pointe Coupee,-60.86462647,30.680887
Polk,-52.57428478,37.06300183
Ponce,-48.6003301,18.010075
Pondera,-63.97773917,48.212557
Pontotoc,-58.84466543,34.53853957
Pope,-54.17686571,38.71267
Poquoson City,-39.233093,37.132326
Portage,-41.97151611,42.47676475
Porter,-45.6354005,41.4586223
Portsmouth City,-39.50694525,36.84383175
Posey,-49.719623,38.10793217
Pottawatomie,-59.24669748,37.37083761
Pottawattamie,-54.23840006,41.35112583
Potter,-59.05966957,37.49190767
Powder River,-60.199423,45.36876333
Powell,-60.0733404,44.0038878
Power,-70.22852833,42.546289
Poweshiek,-50.80285567,41.67538156
Powhatan,-40.3634,37.5474615
Prairie,-57.34738567,38.78449444
Pratt,-61.1328134,37.6639304
Preble,-44.8354896,39.7616975
Prentiss,-53.91084975,34.5924515
Presidio,-74.33824975,29.952867
Presque Isle,-38.4795615,45.33730567
Preston,-40.2110222,39.46689873
Price,-44.75154338,45.6273755
Prince Edward,-41.17076414,37.25926729
Prince George,-40.064238,37.20651433
Prince Georges,-37.40724925,38.25126111
Prince Wales Ketchikan,-76.84718133,55.39657589
Prince William,-38.74944961,38.69957689
Providence,-29.63218013,41.86623559
Prowers,-64.3939484,38.0183464
Pueblo,-66.4536037,38.1504858
Pulaski,-52.23200162,35.31734084
Pushmataha,-60.99196722,34.39620544
Putnam,-46.11983765,37.44379651
Quay,-68.37595588,35.11625563
Quebradillas,-48.480659,18.45303
Queen Annes,-36.99863077,39.06014446
Queens,-33.12568213,40.70454601
Quitman,-55.41059689,33.70238556
Rabun,-48.5407315,34.86358313
Racine,-45.18524935,42.73838312
Radford,-43.42880867,37.127016
Rains,-62.9351865,32.8759335
Raleigh,-43.48469454,37.76718164
Ralls,-51.9124705,39.54107575
Ramsey,-48.57956496,45.67147094
Randall,-66.83407733,35.05921644
Randolph,-46.96675612,37.10329317
Rankin,-57.70099973,32.2839578
Ransom,-51.151313,46.465401
Rapides,-61.31509517,31.21669803
Rappahannock,-39.418108,38.7040621
Ravalli,-67.86521,46.2255752
Rawlins,-61.2419505,39.82618125
Ray,-54.70224329,39.31392529
Reagan,-70.125289,31.417011
Real,-70.02756133,29.79486733
Red Lake,-48.20619025,47.8500035
Red River,-61.3917233,32.9732537
Red Willow,-60.2383416,40.2107124
Redwood,-50.90261707,44.39846429
Reeves,-72.16648117,31.3938605
Refugio,-68.9060334,28.2706528
Reno,-60.05731713,37.97139467
Rensselaer,-30.83700463,42.68491503
Renville,-51.03488721,45.85552286
Republic,-57.75053744,39.82312922
Reynolds,-53.71473229,37.31965057
Rhea,-49.3316525,35.6041795
Rice,-54.42596375,41.35319094
Rich,-69.5431735,41.7311615
Richardson,-55.55816288,40.14603188
Richland,-48.05794538,38.69107925
Richmond,-42.16270984,36.42303984
Richmond City,-38.810623,36.457222
Riley,-57.42566975,39.27987575
Rincon,-48.916766,18.335781
Ringgold,-53.47011671,40.74205371
Rio Arriba,-70.04454336,36.33721814
Rio Blanco,-68.395095,39.9520975
Rio Grande,-61.68668633,31.20012583
Ripley,-48.96251594,38.25297329
Ritchie,-41.85866282,39.20099373
Riverside,-82.46151061,33.74089041
Roane,-44.22380367,37.96894233
Roanoke,-42.78644783,37.27015717
Roanoke City,-42.68082346,37.27356256
Roberts,-52.7130113,44.5584454
Robertson,-56.68214706,34.23339444
Robeson,-44.43652276,34.66680759
Rock,-49.34250696,42.98889408
Rock Island,-49.05675667,41.49984081
Rockbridge,-41.5796,37.83017267
Rockcastle,-46.9686755,37.35001817
Rockdale,-50.354938,33.65796467
Rockingham,-33.60200028,40.81850379
Rockland,-32.88123111,41.13147964
Rockwall,-63.4754275,32.91476325
Roger Mills,-63.982578,35.6707585
Rogers,-59.25260275,36.35631025
Rolette,-51.03558229,48.79782643
Rooks,-60.009746,39.325479
Roosevelt,-63.72722889,40.27443417
Roscommon,-40.29802183,44.36136167
Roseau,-47.03550222,48.78231411
Rosebud,-60.83026436,45.97365882
Ross,-43.63638791,39.35541845
Routt,-66.56779967,40.38683722
Rowan,-44.9605426,36.27482435
Runnels,-68.2310035,31.82858517
Rush,-53.31002338,39.09204506
Rusk,-56.1704649,37.22270905
Russell,-52.54750332,35.70792
Rutherford,-48.85353061,35.63710332
Rutland,-29.47532483,43.54943883
Sabana Grande,-48.847589,18.087322
Sabine,-62.18020287,31.49076167
Sac,-52.716274,42.39117838
Sacramento,-82.98620615,38.44190629
Sagadahoc,-25.9230742,43.92459
Saginaw,-40.64854404,43.3725533
Saguache,-67.93138533,38.12978667
Saint Bernard,-59.99407633,29.92049683
Saint Charles,-55.40339648,35.16413948
Saint Clair,-48.34118321,38.98966497
Saint Croix,-47.2355121,33.32843124
Saint Francis,-55.78185573,35.02622709
Saint Francois,-52.6485166,37.8466657
Saint Helena,-60.0605095,30.6666435
Saint James,-60.75085563,30.0314095
Saint John,-46.412577,18.32816
Saint Johns,-47.23713358,27.40203733
Saint Joseph,-43.5307971,41.9246027
Saint Landry,-61.42344073,30.5842294
Saint Lawrence,-30.54533387,44.53976862
Saint Louis,-48.39661583,43.01384151
Saint Louis City,-50.30952083,37.67675035
Saint Lucie,-53.01067726,27.38161095
Saint Martin,-61.62143575,30.22215075
Saint Mary,-61.6438736,29.7474722
Saint Marys,-38.31875152,38.25852341
Saint Tammany,-59.50298375,30.45008215
Saint Thomas,-46.64143,18.322285
Sainte Genevieve,-52.2573825,37.9018535
Salem,-37.62671987,38.98118207
Salinas,-48.266305,17.99852
Saline,-55.68510333,38.1692799
Salt Lake,-68.40227059,39.07610057
Saluda,-47.7712015,33.94112425
Sampson,-43.42741973,34.931118
San Augustine,-62.663962,31.4831
San Benito,-84.5615678,36.7725194
San Bernardino,-81.51755939,34.61093277
San Diego,-84.02088001,32.92999887
San Francisco,-84.83513949,37.77847869
San German,-48.926422,18.113284
San Jacinto,-64.513561,30.66302525
San Joaquin,-79.59944629,36.26234058
San Juan,-59.16782056,28.47888158
San Lorenzo,-47.774805,18.187584
San Luis Obispo,-85.20597365,35.39773059
San Mateo,-83.39576667,36.79539142
San Miguel,-69.59121576,36.09026281
San Patricio,-69.4923615,27.9554504
San Saba,-67.622898,31.15926067
San Sebastian,-48.648627,18.3236
Sanborn,-54.12562933,44.005714
Sanders,-67.43050067,47.70228389
Sandoval,-71.00276835,35.66500135
